site_no,datetime,height_abv_lowest_ft,dec_lat_va,dec_long_va,dist_to_stream_km,site,camera,distance_km,dtgw_m
314248110105901,2001-06-27,4.019999999999982,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,1.2252959999999946
314248110105901,2001-08-10,3.369999999999891,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,1.0271759999999668
314248110105901,2001-11-20,3.4899999999997817,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,1.0637519999999334
314248110105901,2002-01-11,3.940000000000055,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,1.2009120000000169
314248110105901,2002-06-04,4.059999999999945,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,1.2374879999999835
314248110105901,2002-10-02,1.9600000000000364,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.5974080000000112
314248110105901,2003-03-21,2.949999999999818,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.8991599999999446
314248110105901,2003-09-03,2.269999999999982,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.6918959999999945
314248110105901,2004-02-10,2.4899999999997817,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.7589519999999335
314248110105901,2006-08-31,1.7399999999997815,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.5303519999999334
314248110105901,2006-09-01,1.7300000000000182,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.5273040000000055
314248110105901,2006-10-17,2.1599999999998545,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.6583679999999557
314248110105901,2006-11-21,2.4899999999997817,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.7589519999999335
314248110105901,2006-12-07,2.6399999999998727,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.8046719999999612
314248110105901,2007-01-05,2.9600000000000364,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.9022080000000111
314248110105901,2007-01-17,3.039999999999964,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.9265919999999891
314248110105901,2007-02-06,3.199999999999818,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.9753599999999446
314248110105901,2007-02-21,3.3299999999999272,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,1.014983999999978
314248110105901,2007-03-06,3.419999999999618,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,1.0424159999998837
314248110105901,2007-04-04,3.5799999999999272,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,1.091183999999978
314248110105901,2007-05-02,3.690000000000055,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,1.1247120000000168
314248110105901,2007-06-06,3.319999999999709,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,1.0119359999999114
314248110105901,2007-07-03,2.399999999999636,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.7315199999998891
314248110105901,2007-08-03,1.9299999999998363,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.5882639999999502
314248110105901,2007-09-05,1.899999999999636,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.5791199999998891
314248110105901,2007-10-05,1.9299999999998363,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.5882639999999502
314248110105901,2007-11-13,2.2399999999997817,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.6827519999999335
314248110105901,2007-12-04,2.539999999999964,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.7741919999999891
314248110105901,2008-01-02,2.8799999999996544,31.713525,-110.1837167,0.5620705021909959,Fairbank,1,1.3649329114635864,0.8778239999998947
